Player,TAT,Interception,Fouls Conceded,Yellow,Red,Clearences,Shots Blocked,Passes Blocked,Crosses blocked,Acc LB,Acc SP&MP,Key Passes 
oscar,2.74,1.3,1.51,0.78,0,1.86,0.4,1.77,0.2,5.09,66.4,0.35
